Account,Airdrop,GnoOption,UserOption,Claiming on:
0x1008b08f8bbf1cd933dd3948c94bd238092d189b,99.81,0.00,0.00,Gnosis Chain
0x100aceca80c6384636cbd81428ce85f588da38e5,121.37,121.37,0.00,Gnosis Chain
0x100b0374a016cc59f19bdaeb1f4840482ca4e4be,99.81,0.00,0.00,Gnosis Chain
0x100c1641170b782dfcd4315e9961f1281d8e10e9,226.74,226.74,0.00,Gnosis Chain
0x100edcd66b992f920a01548b26172e6212de6bb0,71.12,71.12,0.00,Gnosis Chain
0x10110264593acdfb79c5f49e4bed5f4dba834fca,116.67,116.67,0.00,Gnosis Chain
0x1013667e1930c9a44153124a5cb3e822bd359ef3,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x10170214c4843f00384f99cb1c58ad4dc880d866,99.81,0.00,0.00,Gnosis Chain
0x10181f1c3b11889e55c745360b1381f95e8a8ec7,99.81,0.00,0.00,Gnosis Chain
0x101b03acc6c67432f4a2881fea6b0719ca5d5411,312.71,0.00,0.00,Gnosis Chain
0x101c0d3dd20f3f15655886dc60996fa83464266e,10.39,10.39,0.00,Gnosis Chain
0x101dcd6d34ae762b6d5b3eb75ab437eae36c80d5,106.45,0.00,0.00,Gnosis Chain
0x101f7022da674f808402b10fff0457af1b4164d3,83.28,83.28,0.00,Gnosis Chain
0x101fc297aa056083b666a49403fd6fc3dd98bb45,99.81,0.00,0.00,Gnosis Chain
0x101fd86540a468109ba60fc3d22455004fb02a84,99.81,0.00,0.00,Gnosis Chain
0x10216d6b520a9e033769393c65c2efd94303684b,"1,437.11","1,437.11",0.00,Gnosis Chain
0x10231c39f103412f1e9a3a6224086a9434c093e7,99.81,0.00,0.00,Gnosis Chain
0x1023bae395e7bfd7229d82a7369911f233eefeec,99.81,0.00,0.00,Gnosis Chain
0x102403690232261097452b34039848bd4aefe172,99.81,0.00,0.00,Gnosis Chain
0x10254afdbe2330950e2c1b0200cc5ac7e13b7815,16.03,16.03,0.00,Gnosis Chain
0x102695a103abb14521e1d6bc128813b7903c867c,99.81,0.00,0.00,Gnosis Chain
0x1026b59eb902ca0760e25447d91467598250eac2,99.81,0.00,0.00,Gnosis Chain
0x10274bf3fc26aa235f6a5457574e1f75caa6d36a,951.43,0.00,0.00,Gnosis Chain
0x10283cfa279b7ba80bc7f6141ff33be37e1a35f9,99.81,0.00,0.00,Gnosis Chain
0x102b93e1e21c34441152a61a25e6b64481172b1f,374.22,374.22,0.00,Gnosis Chain
0x102bee35bafb5ba72a92853051925bab1c550870,99.81,0.00,0.00,Gnosis Chain
0x102d2b3d89d1de010ea81c761643e8316bc746d3,13.90,13.90,0.00,Gnosis Chain
0x102e0bee3da1b393c5e898f433dd5787b80f67b5,951.43,0.00,0.00,Gnosis Chain
0x102e51c706eaf0293715af73c99f2a8589a2084d,99.81,0.00,0.00,Gnosis Chain
0x102eb38baa9de51f1db1b57fc392faabd17b2afb,99.81,0.00,0.00,Gnosis Chain
0x102f595f28e1392cf753b48964bc2850e71695f0,995.16,0.00,"1,152.07",Gnosis Chain
0x10308cf4550bf9c32092c2b32c6fb7ce4f89490a,99.81,0.00,0.00,Gnosis Chain
0x103097c8242a3832c81a119140708f8cdaa868c9,99.81,0.00,0.00,Gnosis Chain
0x103183f63716dc4286bf79ee4219d01f8693f6ec,63.16,63.16,0.00,Gnosis Chain
0x1032eddf181f96d4b73ff844d38800fc48b7b2fb,99.81,0.00,0.00,Gnosis Chain
0x103309d18a0c99f5313e482039ef86b6704c7202,99.81,0.00,0.00,Gnosis Chain
0x103932ca9f2168b695c62dad373440ee3b99cf16,9.00,9.00,0.00,Gnosis Chain
0x1039f9372f87c1af1940a9e8a02f99ceeaf84985,99.81,0.00,0.00,Gnosis Chain
0x103ae21935b29ba274520f2c6c2a0c29ff5d9b1a,99.81,0.00,0.00,Gnosis Chain
0x103fa9ee7b3860b88398663bffae63fe8ddc0d2a,99.81,0.00,0.00,Gnosis Chain
0x103fe2ff1b3c83ca4ad94d4981d8f93dbb41b558,"7,961.28",0.00,"11,520.74",Gnosis Chain
0x1040a43093b700d9bfe90346990afaa4d1151508,131.59,31.78,0.00,Gnosis Chain
0x1040f5b762f5ecf72f021e213162d74e42acd105,22.08,22.08,0.00,Gnosis Chain
0x1043c5600956841a84c6f28eed565a05235200fc,99.81,0.00,0.00,Gnosis Chain
0x1044c14e4a97250d22889a18c6f64074eca2d1f0,99.81,0.00,0.00,Gnosis Chain
0x104597f65a2260fbb1de7264ba17bb2c6cc4cba1,32.84,32.84,0.00,Gnosis Chain
0x1045e6f5d7606bff427535a6f6da610d8367ba39,99.81,0.00,0.00,Gnosis Chain
0x10467e6f87e0acaf3ec8e159f2a3b9321f2d6c98,53.86,53.86,0.00,Gnosis Chain
0x1046867d0edc626c119093209b618f1bb9e0dda3,995.16,0.00,"1,152.07",Gnosis Chain
0x104740acf2574ca60514e4e83a8177d7d013e7fa,30.00,30.00,0.00,Gnosis Chain
0x1048eed32613793829049c31294f6de0e18d4ed4,106.45,0.00,0.00,Gnosis Chain
0x105149e1cada6a8fb33fcd2e55d6bb41342a2dd3,47.67,47.67,0.00,Gnosis Chain
0x10521238b97f1696ceaea8202c0fae9bcb7fa1fd,42.15,42.15,0.00,Gnosis Chain
0x10522996b74d19fa7fd438dfba1f05a5a55f36af,106.45,0.00,0.00,Gnosis Chain
0x105469e3c8da290bfce5a2f967b634c8068b8c71,29.90,29.90,0.00,Gnosis Chain
0x1054ec4899d7242a3811cc2e6c46484f10ef5b89,99.81,0.00,0.00,Gnosis Chain
0x10565cfcb72da0180ba84569f3607f9e44e87ea7,99.81,0.00,0.00,Gnosis Chain
0x10572102b05a6a93269ec0390a6e1b1ef1c2d908,106.45,0.00,0.00,Gnosis Chain
0x1057c1cda7a956f32ccbd9e133d8db8f3f6258ea,99.81,0.00,0.00,Gnosis Chain
0x1059468e2cc9a5f9362376d7e8c8895e49244908,30.50,30.50,0.00,Gnosis Chain
0x10594ad5fba9b15449cbe430be33b5cb4a07a2f5,99.81,0.00,0.00,Gnosis Chain
0x105a27ab445f4140917e5078cd3dbacf404f5616,99.81,0.00,0.00,Gnosis Chain
0x105badbbd9fe1ea1039dcaf217b5537c7bd53c20,99.81,0.00,0.00,Gnosis Chain
0x105bb9a6f61374df47d8f37d21e4f927e8b4646f,99.81,0.00,0.00,Gnosis Chain
0x105c35c1c9fb8a9c131aa50fea195f8ac55a745d,995.16,0.00,"1,152.07",Gnosis Chain
0x105e025b92fafd3aaa39f45a14d84b29849e779f,"1,986.08",32.84,"1,152.07",Gnosis Chain
0x105f96c0c874df7720ad8dc7d5907f1a38c1490f,99.81,0.00,0.00,Gnosis Chain
0x10654d58f639a0ccab810c3f3338345362567623,24.44,24.44,0.00,Gnosis Chain
0x10659a1936f9ca05d1dae47b5e8278d681141c83,99.81,0.00,0.00,Gnosis Chain
0x106728b9ca0cfe5e1475caaedd61d2f5b2f102fa,995.16,0.00,"1,152.07",Gnosis Chain
0x10679928d1bd6cae2fd734681514cfee3ea88e2c,99.81,0.00,0.00,Gnosis Chain
0x1069cdb3bc62e4e0ac9484a3cf4be68382ea41bb,"3,980.64",0.00,"5,760.37",Gnosis Chain
0x106a42e39797221bbe5d577732b6ba24dffa416d,6.52,6.52,0.00,Gnosis Chain
0x106e7c65d2bda2a7cbfa05b8b9ef2a9e516d3681,99.81,0.00,0.00,Gnosis Chain
0x106eea43da1a6ba296286f7c134d6aca619d9a30,106.45,0.00,0.00,Gnosis Chain
0x107147bbf9b61b235d88ae320ac21c113150db81,99.81,0.00,0.00,Gnosis Chain
0x107163d4872dcedf8e571d0f5a860eb9d54b57b5,291.80,291.80,0.00,Gnosis Chain
0x1076c2cfb8d1f3aa5bf050d8c0d6d128175bfeee,"7,961.28",0.00,"11,520.74",Gnosis Chain
0x1076d16c98edf2d62685fe1a08eeb238567ecc2e,103.29,3.48,0.00,Gnosis Chain
0x1079a612c425fd951b2dd09a165cfebc1891074b,99.81,0.00,0.00,Gnosis Chain
0x107ae3e61b6ae2449b378fb8acf15b33c1c7c061,99.81,0.00,0.00,Gnosis Chain
0x107b2c1fead49a173bd9db99436eb6b1e5ad5f96,99.81,0.00,0.00,Gnosis Chain
0x107b99d09b060aaa5a0d602df9a1c895ea11061c,28.55,28.55,0.00,Gnosis Chain
0x107c17e07b81bc591542a5405b9c1fdf5211cde1,301.32,201.51,0.00,Gnosis Chain
0x107db22935630db30c007b2747cd7fa676e188c5,99.81,0.00,0.00,Gnosis Chain
0x107f317473f890f282b63a8ed27c59fb93afabd7,99.81,0.00,0.00,Gnosis Chain
0x1080bc9b60a76ea217111ed1e9c980a8a63381bd,99.81,0.00,0.00,Gnosis Chain
0x10817a5e4400515e85d2e0e8c2b190116b653c4d,99.81,0.00,0.00,Gnosis Chain
0x1081e74ed40a1665546ff651081abc3d61a435d8,99.81,0.00,0.00,Gnosis Chain
0x1082cc1d94304f3d2da95f5ce2df965fccf3a859,3.79,3.79,0.00,Gnosis Chain
0x10838ede53d594a03cfe8c673a52f2f3c5ebc21e,99.81,0.00,0.00,Gnosis Chain
0x1084b55cb63de549806a521036f7dad2d37e3fae,99.81,0.00,0.00,Gnosis Chain
0x108522602aa51e233fcb262e3690137cd8face62,99.81,0.00,0.00,Gnosis Chain
0x10864c1726b6cf46f07d64fa1c046ecc48c139b3,"1,195.96",200.80,"1,152.07",Gnosis Chain
0x1087c241b4a036833286fb906f2c3567c6a35a18,99.81,0.00,0.00,Gnosis Chain
0x1088666760ae73699cd3023b83860b7bea9e7ea7,166.43,66.62,0.00,Gnosis Chain
0x108a8b7200d044bbbe95bef6f671baec5473e05f,99.81,0.00,0.00,Gnosis Chain
0x108bd550a888b6174b7bb2f555fc4006b1853984,86.33,86.33,0.00,Gnosis Chain
0x108bf79b2dedf0fe2fca851b7ab7ae3a261cc514,"1,101.61",0.00,"1,152.07",Gnosis Chain
0x108cea4f1103805b39f784e543935f42519ae8eb,32.69,32.69,0.00,Gnosis Chain
0x109107ef557811122926ef0f561a4cf9b0d3889e,32.75,32.75,0.00,Gnosis Chain
0x10919e2417b5dd7ab173f788cb526e96961ed1ba,99.81,0.00,0.00,Gnosis Chain
0x1092361f4eafdc6e4555ee761e87ef9c67b9e42f,109.23,9.42,0.00,Gnosis Chain
0x1093ad02514fc5599741d0d09a2a52af8b7f41f3,"1,359.03",35.02,0.00,Gnosis Chain
0x10940b2e0ad98564131de1fd08f34469e79e87b5,99.81,0.00,0.00,Gnosis Chain
0x10946fe302436199a020bc7bbc6f5930d687ff7d,99.81,0.00,0.00,Gnosis Chain
0x10959926fb4926d181a2ea46ceb234150ab70c9b,106.45,0.00,0.00,Gnosis Chain
0x10974959dd098d944fcaceb79641fee2186e23ca,995.16,0.00,"1,152.07",Gnosis Chain
0x1098503a90c3224f0e6be7c124a337888c0ba564,99.81,0.00,0.00,Gnosis Chain
0x10987263eb7d06b0e0c042def65ed6890fd97b03,99.81,0.00,0.00,Gnosis Chain
0x109a4943efaff9f9a49829fedf83159eca9491c6,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x109a9b905aa0238fcd9917b544d0d8fbcdda5385,3.75,3.75,0.00,Gnosis Chain
0x109b538d775414b7e9e06121cad5a517250f6b50,99.81,0.00,0.00,Gnosis Chain
0x109bc8fd2ed01fd7e9434752aa4352a7295e3f5d,106.45,0.00,0.00,Gnosis Chain
0x109ec4b0bacbf2f65b930296424da48027144764,99.81,0.00,0.00,Gnosis Chain
0x10a40f9a07ccf88e64e91dad3814b397c2258f1f,106.45,0.00,0.00,Gnosis Chain
0x10a4b4b4e52106d9a08b454ef85004cddf18fcc9,99.81,0.00,0.00,Gnosis Chain
0x10a63b7972f19d229f611df2f3fb981b6ebe3582,"5,766.38","5,766.38",0.00,Gnosis Chain
0x10a670eb7807e40c31e6caa2b5e3da5b25a7a433,99.81,0.00,0.00,Gnosis Chain
0x10a6f6ad2313030800d8955c913ca74511bdc66d,29.36,29.36,0.00,Gnosis Chain
0x10a81189cd0b4ba9171725448821f8567b3672a1,99.81,0.00,0.00,Gnosis Chain
0x10a8bda4459b8ed79529b59c5c9a6b6a530bc5e5,995.16,0.00,"1,152.07",Gnosis Chain
0x10a91cf39ee317d5844b6470346204604b07e85c,99.81,0.00,0.00,Gnosis Chain
0x10aa30880fbe1f4bace79c703889b18134f3e1ad,102.97,3.16,0.00,Gnosis Chain
0x10ab6fe07caa2161a7f691b7c2ae99b5d828fde1,99.81,0.00,0.00,Gnosis Chain
0x10ad752202fd4c7bbe3107fedba7a225bac85578,99.81,0.00,0.00,Gnosis Chain
0x10b31fd3325edc63e0e4f8d800659a4ef6c9f899,99.81,0.00,0.00,Gnosis Chain
0x10b3fbf4059f3fa209cdb648e8b13aa0239864d0,99.81,0.00,0.00,Gnosis Chain
0x10b4c1fbcc63e90b8747c6f4f7b072b516c7d439,99.81,0.00,0.00,Gnosis Chain
0x10b589852cadcec648a687b94f17142954fcab3f,99.81,0.00,0.00,Gnosis Chain
0x10b5c8a090512cfe45581e8c73ae89266cd1cd51,995.16,0.00,"1,152.07",Gnosis Chain
0x10b5ccd7dced8098d60c8e4146298c8fa7082ad1,58.02,58.02,0.00,Gnosis Chain
0x10b65ab3ca4046aa4c42623e1cce5cdc4b1828fc,99.81,0.00,0.00,Gnosis Chain
0x10b6a36e023074534f20fb6a94244ca2a9d97236,99.81,0.00,0.00,Gnosis Chain
0x10b6f9d1d37ef435fa2aa8f7ed63bfb6766582d5,6.29,6.29,0.00,Gnosis Chain
0x10b97a9c6ef667126d5fa2257d9c5e889c49471d,99.81,0.00,0.00,Gnosis Chain
0x10b9f7a1435f2486324dcf6a930cfc64332a43bc,99.81,0.00,0.00,Gnosis Chain
0x10bb52d950b0d472d989a4d220fa73bc0cc7e62d,"1,546.34","1,546.34",0.00,Gnosis Chain
0x10bb833d52ac925572d26c78e65a8e61f8043e86,99.81,0.00,0.00,Gnosis Chain
0x10bbe7615f6e3033299af142f4db286e953754d7,615.95,615.95,0.00,Gnosis Chain
0x10bc172ef326e84904af308f642646f8a26f433c,99.81,0.00,0.00,Gnosis Chain
0x10bd341ce4c5e0c9fd5b7903eeff88f5773d5a7a,99.81,0.00,0.00,Gnosis Chain
0x10bde02988cfe40520e5837714eb2529ea7d67b3,99.81,0.00,0.00,Gnosis Chain
0x10bdfdc43c8e72263fee4b61e74934b6584f36b7,106.45,0.00,0.00,Gnosis Chain
0x10be36b3fa92db50a115bdee45aa84339b0e48b9,996.31,996.31,0.00,Gnosis Chain
0x10bf46c783e12b63766dc07a71408b44d8d3621e,"8,812.90",0.00,"11,520.74",Gnosis Chain
0x10bfd3d7aabfc8740a8b24187751ea641ce317c1,"3,980.64",0.00,"5,760.37",Gnosis Chain
0x10c101acd20af286a7753bc8b39e5876bc2d40c5,99.81,0.00,0.00,Gnosis Chain
0x10c2a0f76e879ee27f2cbf5647384ed1952b0317,99.81,0.00,0.00,Gnosis Chain
0x10c43828a72cae80f60084d9e976d8f9d262f237,99.81,0.00,0.00,Gnosis Chain
0x10c47b5fc708c09c2ba4415d4d823aee293caa51,99.81,0.00,0.00,Gnosis Chain
0x10c4bf23d9f172b3644432292aa0a9d5894b2e43,99.81,0.00,0.00,Gnosis Chain
0x10c4ded462534684bc7f952ea8b6027364b26003,99.81,0.00,0.00,Gnosis Chain
0x10c602dfa415cd81a278e0386fcfd76e1bba2b6f,99.81,0.00,0.00,Gnosis Chain
0x10c653d82eb9ea5728f2aa8e78dbd1e53ba5c109,995.16,0.00,"1,152.07",Gnosis Chain
0x10c6971ff49fe8e7b6b9114a42d01a3bdab96111,3.26,3.26,0.00,Gnosis Chain
0x10caaf8f75edc6d8f311b4808ec7edc711b68678,99.81,0.00,0.00,Gnosis Chain
0x10cbaec8a1a8a6a4312df3d33fc94b259db55c59,99.81,0.00,0.00,Gnosis Chain
0x10cbfc85a07e1a9f838a7d0a730d67072765966c,99.81,0.00,0.00,Gnosis Chain
0x10ccbab14e6dad002ef0f87f42e5cb160746b0ee,26.14,26.14,0.00,Gnosis Chain
0x10ccd4136471c7c266a9fc4569622989fb4cab99,"7,961.28",0.00,"11,520.74",Gnosis Chain
0x10d0739e251f5c212312d023c9fcfe0fdcafca23,402.65,402.65,0.00,Gnosis Chain
0x10d1b8caba9e9b6b7eb148df3d1748502c5aafc6,5.97,5.97,0.00,Gnosis Chain
0x10d2a2ccddbf3ed58ba4722a30d97660a01ee270,99.81,0.00,0.00,Gnosis Chain
0x10d406dbe6940a17c3d6daf34a55c55222dbcf55,14.21,14.21,0.00,Gnosis Chain
0x10d484c7462bfb661bf6ff268e4c8daee45fefa4,99.81,0.00,0.00,Gnosis Chain
0x10d4abbfed4bfd553e5ffe0794be1facf8704714,265.44,265.44,0.00,Gnosis Chain
0x10d4bc42876ade91b36f09ad9cb3d110705325e7,99.81,0.00,0.00,Gnosis Chain
0x10d4cca891a61ab472f81997c4e01dcdf1f471fa,99.81,0.00,0.00,Gnosis Chain
0x10d53c54b7a0d672d168f68b8e6dc326678e08a5,106.45,0.00,0.00,Gnosis Chain
0x10d69f27bc7bbc20873ab5757751f0abc06d7524,99.81,0.00,0.00,Gnosis Chain
0x10d6bec1ee91eb047beb2917caeda1c84dacca77,99.81,0.00,0.00,Gnosis Chain
0x10d6d2e343281d388291a3e02f3293aaeda67178,193.67,193.67,0.00,Gnosis Chain
0x10d97258d3af8655aeb3a3dc4d19033faa894703,99.81,0.00,0.00,Gnosis Chain
0x10da62377256e5cd8f354411ada8e5ab4568fb5f,99.81,0.00,0.00,Gnosis Chain
0x10dc1d2f35992b28c5160c2f9fc9582735298d78,99.81,0.00,0.00,Gnosis Chain
0x10de6aac6a306871f0370d3173526d877663134a,99.81,0.00,0.00,Gnosis Chain
0x10decdc06ef4e49757febbe692fce5478e381bcc,35.13,35.13,0.00,Gnosis Chain
0x10df7b4facc0b05cb4c69205cf37e911cdfaf19d,99.81,0.00,0.00,Gnosis Chain
0x10df8f24e407b094eacabc7af4d55fbf2bb3d44c,99.81,0.00,0.00,Gnosis Chain
0x10e3085127c9bd92ab325f8d1f65cdcec2436149,99.81,0.00,0.00,Gnosis Chain
0x10e31ad236c3474e2fdfae02620279f2d0f4e31f,99.81,0.00,0.00,Gnosis Chain
0x10e357d64ba6eba02006c296004b4a26ff335524,99.81,0.00,0.00,Gnosis Chain
0x10e384dc91001ff12fcda9c3e9609008d6d7f2ad,99.81,0.00,0.00,Gnosis Chain
0x10e4597ff93cbee194f4879f8f1d54a370db6969,"24,351.46","24,351.46",0.00,Gnosis Chain
0x10e50d9aa3ac972e6412396032453065795d06cd,99.81,0.00,0.00,Gnosis Chain
0x10e5bf2ea8ab08e3f8021950ff21409dea1dbeb1,99.81,0.00,0.00,Gnosis Chain
0x10e61a8b3b11f80982d213f5e9a7fb7fb694105e,995.16,0.00,"1,152.07",Gnosis Chain
0x10e6bcc857c9acd7dad4ec9125c3173f19be0014,106.45,0.00,0.00,Gnosis Chain
0x10e6ef546a851c84b7797ae660f4b8da07adfcc0,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x10e718d83bb27af7148162c99331a478b2b67729,99.81,0.00,0.00,Gnosis Chain
0x10e7d5a40ac9f38b3e3fad9d88df6eed94a3fc82,64.20,64.20,0.00,Gnosis Chain
0x10e82e06f2b9a964fe469926539783e41792ec97,31.58,31.58,0.00,Gnosis Chain
0x10ea819f6a0cfa7ae8d55cb410a1b1d88c241cd9,6.84,6.84,0.00,Gnosis Chain
0x10ecb2e30c72a3189e8a76a1180b21fafd6154e8,96.58,96.58,0.00,Gnosis Chain
0x10ed455a08e591093a153eb9d5c5791e44bd179d,99.81,0.00,0.00,Gnosis Chain
0x10ef144993f92ddf8501e3524bb8ae97bae839ec,99.81,0.00,0.00,Gnosis Chain
0x10ef42168c4ce263bdb6c3e2dd795ac508b64d55,99.81,0.00,0.00,Gnosis Chain
0x10f0823ce7d0688e5b26d6f2c5f9b9b32c79155f,136.27,136.27,0.00,Gnosis Chain
0x10f0e0907eebdeef8ec4ff037bfe8e4dfdd9ab1b,99.81,0.00,0.00,Gnosis Chain
0x10f0e771158fac67b0cece9b6c2d22c99057811d,99.81,0.00,0.00,Gnosis Chain
0x10f67c28633893e2eeff9fdfad7cba84e76931ff,99.81,0.00,0.00,Gnosis Chain
0x10f82ea499f87951ba56f203acf74958568b2176,995.16,0.00,"1,152.07",Gnosis Chain
0x10fbec46f97087503b7c535ba645f33ef1eb692f,99.81,0.00,0.00,Gnosis Chain
0x10fd41be9835c9b638bce74e4e5480a9fa5f1ef8,99.81,0.00,0.00,Gnosis Chain
0x10fe1b520ea74cf9d910f63933385393caf9e878,99.81,0.00,0.00,Gnosis Chain
0x10fe1df1554a3df8eb14c675f7c96f2fd1976319,"7,961.28",0.00,"11,520.74",Gnosis Chain
0x1100629e5c803e5b232c94c658dec27d13a79c1a,99.81,0.00,0.00,Gnosis Chain
0x1100cf61b060ebc4927553662e465a3f163bb515,99.81,0.00,0.00,Gnosis Chain
0x11015afbbe123d706521d5cb17dddecc9b7c428f,99.81,0.00,0.00,Gnosis Chain
0x11025b00e509350c883f70e3b8c2c2472ff59d39,99.81,0.00,0.00,Gnosis Chain
0x11060a39dc504adc4087b25c09dc63ba1c1b2230,99.81,0.00,0.00,Gnosis Chain
0x110629fe8febeb8e38ccbf731d70d9c412fe29e7,31.58,31.58,0.00,Gnosis Chain
0x11067596ff981c6a0722628ab9c4d70cacc12bc4,31.58,31.58,0.00,Gnosis Chain
0x1108f73da69ef5b64b2410ee9beaae2abb2fa10e,99.81,0.00,0.00,Gnosis Chain
0x110c6b6e570b7622e0a7e223f3c57f02f5c814a6,9.77,9.77,0.00,Gnosis Chain
0x110ce775c44b3aa60df4ce59c7dde09258ffbc15,99.81,0.00,0.00,Gnosis Chain
0x110d261254aa965d7ffdbed286f2fd6638cc7813,99.81,0.00,0.00,Gnosis Chain
0x110d52f5406e22a475c61adb83daa217ee41bf68,17.25,17.25,0.00,Gnosis Chain
0x110dafd6edf89002784079c18696caa719bd5374,99.81,0.00,0.00,Gnosis Chain
0x110e285b96125bb802ab53c819fd5d74ed67ab9a,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x11111ecab79526a489f5dc7e71510237ccb02ac8,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x11114fedd4408bbe4ea79e2dda913919cf67829c,"7,961.28",0.00,"11,520.74",Gnosis Chain
0x1111f28542b81a71994ccadb65f507b903c3850b,99.81,0.00,0.00,Gnosis Chain
0x1112d036132d6dffe1d910803162a79850e16c5e,99.81,0.00,0.00,Gnosis Chain
0x1115246fa9f9faeb7fae4bbce9a787589a4feacf,106.45,0.00,0.00,Gnosis Chain
0x1117aa48a211cb7f065e77fdc681ee2e9886a7a3,995.16,0.00,"1,152.07",Gnosis Chain
0x111a63c07ee5d8b2f2d8b2ae202b1d95ad3572aa,30.56,30.56,0.00,Gnosis Chain
0x111ae4d8db445c46b4c342abbbb508519275d3c3,99.81,0.00,0.00,Gnosis Chain
0x111b46bfae308be4570cb9f17d051b58022d7c89,99.81,0.00,0.00,Gnosis Chain
0x111cd92405b1dfbd19882d361418f49d99d8fed8,99.81,0.00,0.00,Gnosis Chain
0x111dc9b8dbc298ab2e095d3f70c53238676ab40d,99.81,0.00,0.00,Gnosis Chain
0x1120324d8266d73cca3cc71cccbd44d919e06e6a,99.81,0.00,0.00,Gnosis Chain
0x11219d61e95fc5930762b16868ddb2c9c6fc83fa,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x1123b11e72e527e44ce379cf84696e34d37f46ab,99.81,0.00,0.00,Gnosis Chain
0x1127df8f4a0898a95a99aa275854ce067a8f414b,29.43,29.43,0.00,Gnosis Chain
0x11284befd8c4c2c759994de9e94db5de4d3265e5,23.59,23.59,0.00,Gnosis Chain
0x112be8010ac3ae3aac99490002555297438ac394,"3,943.56",0.00,"2,304.15",Gnosis Chain
0x112e39b723e6a927a579d57e27e43cd2ad883b9d,99.81,0.00,0.00,Gnosis Chain
0x112ef399fc454a19d55c067053834269870e6af6,13.03,13.03,0.00,Gnosis Chain
0x112f584fb465925cd88181128274b2532994545b,25.13,25.13,0.00,Gnosis Chain
0x112fa89e5a7fbe234dbfb9034124acaa3600c57c,4.12,4.12,0.00,Gnosis Chain
0x113038db7953ea6dc233154e824291aee915581d,99.81,0.00,0.00,Gnosis Chain
0x1131a7716ee8c8526e16c85fb429b31c4847c98b,99.81,0.00,0.00,Gnosis Chain
0x113303f7f8874866662fa338fafb3d141014180e,99.81,0.00,0.00,Gnosis Chain
0x11333555f7806f8ea21c55ec933e3151fe3e0126,99.81,0.00,0.00,Gnosis Chain
0x113406a66a9c41b9899f9bf08c39931cd7437ac3,206.26,0.00,0.00,Gnosis Chain
0x11343aaa06bc9498fdff9bc2af692e7e25e6c473,99.81,0.00,0.00,Gnosis Chain
0x1134e0c9d6f40dfef170820a129efd7f9c1cc99c,106.45,0.00,0.00,Gnosis Chain
0x1135e6c406fa861a413d53fd3b8d6e434767ed16,995.16,0.00,"1,152.07",Gnosis Chain
0x1136024f323bf43cbf9512ab65a1c96ab741989b,99.81,0.00,0.00,Gnosis Chain
0x11370e3e448132553400d966f74482d23ee55fb2,103.02,3.21,0.00,Gnosis Chain
0x1138bb973f515889777b277dcc1e8253aa0fd355,41.89,41.89,0.00,Gnosis Chain
0x113943459ae5f089585ee366ff87f483e36486bb,3.16,3.16,0.00,Gnosis Chain
0x113a9fa93a72ad4bbce9cd5ed29c1ec64eb0e138,99.81,0.00,0.00,Gnosis Chain
0x113aa6f25c2b443234c1e850b0c2b842db18bad0,99.81,0.00,0.00,Gnosis Chain
0x113b64de9690e22494dc3c4b6280156e2a25c487,99.81,0.00,0.00,Gnosis Chain
0x113c650b4e80dfa83bbb1765fca9efbd049c7f74,33.41,33.41,0.00,Gnosis Chain
0x113ec8e9c708adf6e3328f7ce5d5ded2c7be9eba,99.81,0.00,0.00,Gnosis Chain
0x113f091b0f89cd96f3f7d58fe6251217020785e6,29.69,29.69,0.00,Gnosis Chain
0x11414661e194b8b0d7248e789c1d41332904f2ba,"2,985.48",0.00,"2,304.15",Gnosis Chain
0x114447b81ddb507a85c37c8b96ecb788a2021dcd,99.81,0.00,0.00,Gnosis Chain
0x11452db6a4ca51a65accf59bb35d99156c1ed845,99.81,0.00,0.00,Gnosis Chain
0x1145fb87877def1e43a517f035e8c2c632ad56d4,99.81,0.00,0.00,Gnosis Chain
0x1146da4bec5034e7d03a5277ced0d66d3a223dd0,106.45,0.00,0.00,Gnosis Chain
0x1146f36cf74fbb2971dcda652d0a3f4289a39d53,99.81,0.00,0.00,Gnosis Chain
0x1146f729894235cdd76e8313fb8d9af8251808e1,99.81,0.00,0.00,Gnosis Chain
0x114794178cd4318888f44cc0924a2da3636ac16a,99.81,0.00,0.00,Gnosis Chain
0x1148eb5cf2795314de21a48dc25b6e77b9ac0733,995.16,0.00,"1,152.07",Gnosis Chain
0x114ac80efddf56fa31348a954fd9b1e0f42362dd,167.64,67.83,0.00,Gnosis Chain
0x114d2d23813707167fcd5334d78f0b5530d8fd26,99.81,0.00,0.00,Gnosis Chain
0x114ee4ee7e6c4bf88c112a1cd1590c82e71ab298,"9,661.46","9,661.46",0.00,Gnosis Chain
0x114f4e37d58da1d53f2f43cca7606d2d2884131f,349.10,349.10,0.00,Gnosis Chain
0x1153f3c0af21fea08ab5f5b33758bf08c6d005d4,3.47,3.47,0.00,Gnosis Chain
0x1154d49db0e98ca12ed264e619b77f20168fb5a1,"1,852.43",5.65,"1,152.07",Gnosis Chain
0x11556e3d455a965b5584ebf38545dd34d81ba8bf,99.81,0.00,0.00,Gnosis Chain
